domain,registrar,creation_date,expiration_date,status,name_servers
9g.com,"Alibaba Cloud Computing (Beijing) Co., Ltd.",855378000,1880684213,ok https://icann.org/epp#ok,"{""dns1.hichina.com"", ""dns2.hichina.com""}"
9h.com,"CSC Corporate Domains, Inc.",870408000,1627704000,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns1.bur.qwest.net"", ""ns1.jsv.qwest.net"", ""ns1.iad.qwest.net"", ""ns1.ewr.qwest.net""}"
9i.com,"eName Technology Co., Ltd.",853390800,1610859600,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns4.dns.com"", ""dns4.dns.com"", ""ns3.dns.com"", ""dns3.dns.com""}"
9j.com,"Alibaba Cloud Computing (Beijing) Co., Ltd.",920437200,1614747600,ok https://icann.org/epp#ok,"{""ns2.4.cn"", ""ns1.4.cn""}"
9k.com,"eName Technology Co., Ltd.",952429031,1772883431,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns3.dnsv4.com"", ""ns4.dnsv4.com""}"
9l.com,"Alibaba Cloud Computing (Beijing) Co., Ltd.",886741200,1738731600,ok https://icann.org/epp#ok,"{""f1g1ns1.dnspod.net"", ""f1g1ns2.dnspod.net""}"
9m.com,"GoDaddy.com, LLC",889419600,1833623999,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns41.domaincontrol.com"", ""ns42.domaincontrol.com""}"
9n.com,"GoDaddy.com, LLC",893995200,1714449600,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns2.4.cn"", ""ns1.4.cn""}"
9o.com,"eName Technology Co., Ltd.",886654800,1643950800,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns1.cloudcdns.com"", ""ns2.cloudcdns.com""}"
9p.com,"GoDaddy.com, LLC",850366800,1733893200,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns48.domaincontrol.com"", ""ns2.bodis.com"", ""ns47.domaincontrol.com"", ""ns1.bodis.com""}"
9q.com,PDR Ltd. d/b/a PublicDomainRegistry.com,889419600,1646715600,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns.9q.com"", ""ns2.9q.com""}"
9r.com,"eName Technology Co., Ltd.",888382800,1614142800,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""dns1.346.com"", ""dns2.346.com""}"
9s.com,Epik Inc.,894340800,1620100800,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns34.domaincontrol.com"", ""ns33.domaincontrol.com""}"
9t.com,"OnlineNIC, Inc.",988886175,1746268575,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""dns2.easydns.net"", ""dns3.easydns.ca"", ""dns1.easydns.com""}"
9u.com,"GoDaddy.com, LLC",892699200,1870920000,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""freedns5.registrar-servers.com"", ""freedns2.registrar-servers.com"", ""freedns1.registrar-servers.com"", ""freedns3.registrar-servers.com"", ""freedns4.registrar-servers.com""}"
